transaction_id,amount,hour,country_risk_score,device_age_days,account_age_days,failed_logins_24h,transactions_1h,velocity_24h,is_new_device,is_cross_border,merchant_risk_score,fraud_label
TXN-001366,3.92,15,0.352,708,595,0,4,11,0,1,0.185,0
TXN-001367,9.15,4,0.183,873,459,1,1,9,0,1,0.211,0
TXN-001368,12.91,4,0.455,1466,1299,0,2,11,0,0,0.073,0
TXN-001369,13.24,7,0.437,1154,2358,0,4,8,0,0,0.072,0
TXN-001370,48.85,23,0.37,1279,2813,2,4,6,0,0,0.535,0
TXN-001371,33.19,6,0.46,1084,1985,0,3,7,0,0,0.465,0
TXN-001372,59.96,6,0.23,1117,94,0,2,5,0,0,0.459,0
TXN-001373,19.68,6,0.363,556,3206,0,1,6,1,1,0.254,0
TXN-001374,106.04,10,0.123,419,1245,0,0,5,0,0,0.036,0
TXN-001375,20.06,18,0.733,903,1383,2,4,7,0,0,0.465,0
TXN-001376,17.85,1,0.312,1464,2821,1,1,5,0,0,0.392,0
TXN-001377,64.26,20,0.079,690,3287,0,1,5,0,1,0.418,0
TXN-001378,14.65,4,0.2,461,2702,0,2,5,0,0,0.17,0
TXN-001379,101.27,7,0.345,489,875,1,3,13,1,0,0.214,0
TXN-001380,183.83,5,0.381,770,1869,0,1,3,0,0,0.283,0
TXN-001381,105.59,21,0.046,284,3312,2,2,8,0,1,0.489,0
TXN-001382,17.27,6,0.356,611,3741,0,2,10,0,1,0.706,0
TXN-001383,24.14,21,0.019,513,3114,1,1,10,0,0,0.251,0
TXN-001384,72.4,22,0.126,236,1458,0,3,13,0,0,0.545,0
TXN-001385,32.99,4,0.306,251,1171,0,5,8,0,0,0.065,0
TXN-001386,160.55,14,0.308,175,592,1,0,4,1,1,0.568,0
TXN-001387,163.73,21,0.137,1255,332,0,2,8,0,0,0.47,0
TXN-001388,125.47,1,0.276,1088,1476,0,0,7,1,0,0.551,0
TXN-001389,203.33,2,0.334,365,2943,1,2,12,0,1,0.447,1
TXN-001390,17.6,3,0.06,1298,1714,0,1,9,0,0,0.47,0
TXN-001391,21.76,22,0.132,60,790,0,2,11,0,0,0.284,0
TXN-001392,72.26,5,0.415,317,2058,1,3,11,1,0,0.365,0
TXN-001393,246.15,21,0.108,59,830,0,1,10,0,1,0.195,0
TXN-001394,16.38,20,0.071,1453,2628,2,3,8,0,0,0.276,0
TXN-001395,32.32,19,0.401,1098,2180,2,2,5,0,1,0.368,0
TXN-001396,66.61,6,0.326,117,3561,0,3,5,0,0,0.072,0
TXN-001397,36.68,13,0.081,735,566,0,3,5,0,1,0.216,0
TXN-001398,4.52,20,0.214,1415,1418,0,2,6,0,1,0.44,0
TXN-001399,23.22,12,0.273,314,3978,1,2,9,0,0,0.15,0
TXN-001400,25.67,18,0.156,893,3171,1,2,7,0,0,0.178,0
TXN-001401,27.87,16,0.263,1286,2751,2,4,8,0,0,0.279,0
TXN-001402,14.8,14,0.327,1432,68,0,1,6,0,0,0.209,0
TXN-001403,31.53,7,0.209,1040,622,3,2,14,1,0,0.432,0
TXN-001404,4.75,4,0.171,690,3847,2,5,6,0,0,0.144,0
TXN-001405,16.13,3,0.261,310,238,1,2,7,0,0,0.438,0
TXN-001406,23.2,6,0.204,1308,662,0,2,5,0,0,0.145,0
TXN-001407,38.03,11,0.143,259,3071,1,2,9,0,0,0.245,0
TXN-001408,86.93,8,0.307,136,2481,0,1,12,0,0,0.595,0
TXN-001409,22.07,19,0.376,237,935,1,2,9,0,1,0.354,0
TXN-001410,67.12,8,0.017,1471,562,1,3,8,0,0,0.056,0
TXN-001411,29.59,6,0.258,156,2149,1,2,5,1,0,0.388,0
TXN-001412,10.38,12,0.565,269,3393,0,2,6,0,0,0.265,0
TXN-001413,46.86,15,0.153,420,1888,1,1,7,0,0,0.031,0
TXN-001414,62.11,3,0.641,335,2373,0,2,11,1,1,0.202,0
TXN-001415,170.88,11,0.338,718,6,0,4,10,0,0,0.288,0
TXN-001416,37.54,23,0.205,418,2930,0,3,4,0,0,0.125,0
TXN-001417,55.26,10,0.49,363,3122,0,3,6,0,0,0.491,0
TXN-001418,125.47,12,0.155,374,2542,1,2,7,0,0,0.669,0
TXN-001419,48.4,3,0.165,906,654,0,1,4,0,0,0.3,0
TXN-001420,8.44,10,0.254,1288,3892,0,1,12,0,0,0.047,0
TXN-001421,20.98,3,0.154,271,3583,0,3,9,0,0,0.326,0
TXN-001422,83.5,6,0.21,304,500,0,2,6,0,0,0.047,0
TXN-001423,37.15,6,0.353,182,2203,1,0,8,0,0,0.27,0
TXN-001424,65.39,19,0.308,808,1816,1,3,6,0,0,0.482,0
TXN-001425,125.09,0,0.447,891,1602,0,2,10,0,0,0.278,0
TXN-001426,52.79,5,0.458,1183,792,0,1,13,0,0,0.353,0
TXN-001427,48.07,3,0.32,620,516,1,1,6,0,1,0.178,0
TXN-001428,35.94,22,0.292,1314,564,0,3,10,0,0,0.362,0
TXN-001429,53.52,11,0.213,988,2074,0,1,8,0,1,0.346,0
TXN-001430,36.42,9,0.191,951,469,0,4,9,0,1,0.333,0
TXN-001431,70.06,2,0.266,260,2416,0,4,6,0,0,0.312,0
TXN-001432,32.99,8,0.209,1379,1091,2,1,2,1,1,0.322,0
TXN-001433,42.32,7,0.285,813,998,1,2,10,0,0,0.196,0
TXN-001434,5.35,0,0.037,1001,364,1,6,8,0,0,0.086,0
TXN-001435,36.5,5,0.296,568,2848,0,0,9,0,0,0.446,0
TXN-001436,17.29,6,0.349,797,2454,0,2,10,0,0,0.214,0
TXN-001437,21.28,4,0.379,119,3102,0,4,7,0,0,0.353,0
TXN-001438,31.69,12,0.417,820,221,1,1,9,0,0,0.19,0
TXN-001439,31.2,6,0.141,1046,3857,0,4,7,0,0,0.218,0
TXN-001440,105.33,19,0.693,1413,498,0,2,7,1,0,0.582,1
TXN-001441,59.77,8,0.295,130,3928,0,3,8,0,0,0.24,0
TXN-001442,34.51,10,0.275,796,294,0,0,9,0,1,0.22,0
TXN-001443,15.96,0,0.153,886,2096,1,2,8,0,0,0.45,0
TXN-001444,4.85,6,0.087,20,3567,0,1,9,0,0,0.127,0
TXN-001445,41.51,18,0.118,887,3188,1,3,3,0,1,0.298,0
TXN-001446,261.92,9,0.259,1278,1056,0,4,7,0,0,0.713,0
TXN-001447,11.66,22,0.096,1403,3759,1,0,8,0,0,0.428,0
TXN-001448,116.35,18,0.656,510,2256,2,1,14,0,0,0.284,0
TXN-001449,25.62,12,0.268,203,3395,1,2,10,0,0,0.238,0
TXN-001450,19.56,7,0.272,1198,1913,0,5,11,0,0,0.493,0
TXN-001451,182.55,17,0.23,625,1233,0,3,9,0,0,0.31,0
TXN-001452,85.11,10,0.194,1070,3558,3,2,9,0,0,0.137,0
TXN-001453,22.49,4,0.556,714,1155,0,3,4,1,0,0.42,0
TXN-001454,61.73,0,0.634,1004,2,0,1,13,0,0,0.021,0
TXN-001455,16.51,22,0.471,516,545,1,7,10,0,1,0.533,0
TXN-001456,113.45,4,0.347,796,1821,0,3,9,0,0,0.241,0
TXN-001457,193.98,9,0.665,403,3729,0,5,9,1,0,0.122,0
TXN-001458,18.71,10,0.2,532,378,0,2,5,0,1,0.422,0
TXN-001459,173.48,16,0.457,1066,382,1,4,9,0,0,0.588,0
TXN-001460,30.71,17,0.159,683,2392,0,0,11,0,1,0.335,0
TXN-001461,50.72,0,0.487,671,1075,0,5,6,1,0,0.383,0
TXN-001462,105.36,19,0.501,1268,3050,1,1,5,0,0,0.609,0
TXN-001463,60.89,16,0.006,38,3041,1,1,9,0,0,0.423,0
TXN-001464,10.35,2,0.118,1252,935,1,2,6,0,0,0.042,0
TXN-001465,30.28,13,0.169,1310,2718,0,4,5,0,0,0.228,0
TXN-001466,26.73,5,0.081,1238,349,2,1,10,0,1,0.295,0
TXN-001467,54.61,19,0.071,598,724,1,1,8,0,0,0.09,0
TXN-001468,82.46,8,0.102,649,2023,2,2,9,0,0,0.318,0
TXN-001469,273.77,10,0.212,1305,516,0,1,11,0,0,0.439,0
TXN-001470,141.67,20,0.228,734,2480,0,4,6,0,0,0.321,0
TXN-001471,29.64,1,0.178,1124,2606,1,3,13,0,0,0.502,0
TXN-001472,42.99,14,0.393,106,1118,0,0,3,0,0,0.244,0
TXN-001473,133.12,13,0.523,1024,3571,2,3,11,0,1,0.763,1
TXN-001474,33.31,11,0.254,44,3463,0,3,8,1,0,0.311,0
TXN-001475,5.39,0,0.309,546,465,0,1,7,0,0,0.361,0
TXN-001476,26.32,23,0.339,449,1727,1,0,7,0,0,0.333,0
TXN-001477,24.35,19,0.223,1313,865,1,1,3,0,0,0.487,0
TXN-001478,46.84,22,0.368,781,1353,3,4,8,0,0,0.12,0
TXN-001479,19.21,14,0.094,83,1981,2,1,12,0,0,0.028,0
TXN-001480,15.68,9,0.341,874,2546,1,1,6,0,1,0.23,0
TXN-001481,24.24,13,0.181,572,1206,1,1,9,0,0,0.136,0
TXN-001482,12.96,3,0.292,1214,2649,0,1,9,0,0,0.369,0
TXN-001483,186.09,21,0.358,98,2327,2,5,9,0,0,0.146,0
TXN-001484,81.71,2,0.387,917,279,0,1,3,1,0,0.313,0
TXN-001485,6.75,17,0.368,820,1613,0,0,10,0,0,0.307,0
TXN-001486,35.16,1,0.585,876,3946,0,3,8,0,0,0.129,1
TXN-001487,127.74,2,0.162,714,3626,1,2,7,0,0,0.232,1
TXN-001488,78.56,2,0.458,908,1365,3,1,6,0,1,0.097,1
TXN-001489,50.43,4,0.399,656,1334,0,1,9,1,0,0.001,0
TXN-001490,39.37,4,0.219,1062,2597,0,0,11,0,0,0.289,0
TXN-001491,19.72,5,0.303,1442,1380,3,1,8,0,0,0.202,0
TXN-001492,11.69,12,0.077,1069,2217,0,3,11,0,0,0.383,0
TXN-001493,44.02,8,0.163,863,217,0,1,6,0,0,0.158,0
TXN-001494,53.34,10,0.492,56,2968,0,2,7,0,0,0.105,0
TXN-001495,76.87,0,0.408,221,1537,2,4,8,0,1,0.429,1
TXN-001496,90.44,21,0.577,315,3469,0,0,12,0,1,0.56,0
TXN-001497,78.18,16,0.291,739,2595,0,2,9,0,0,0.211,0
TXN-001498,7.81,15,0.311,910,2852,1,4,7,1,0,0.379,0
TXN-001499,9.81,14,0.209,236,2578,1,2,6,0,0,0.271,0
TXN-001500,104.39,19,0.483,874,2519,0,3,7,0,1,0.4,0
TXN-001501,101.56,4,0.574,757,834,0,2,6,1,0,0.23,1
TXN-001502,17.62,9,0.23,65,3770,0,4,5,0,0,0.134,0
TXN-001503,17.61,6,0.118,630,3209,0,1,11,0,0,0.31,0
TXN-001504,45.2,18,0.472,889,1961,1,6,8,0,0,0.635,0
TXN-001505,9.31,11,0.168,34,814,2,2,8,0,0,0.347,0
TXN-001506,19.75,21,0.028,94,2240,0,1,11,0,0,0.415,0
TXN-001507,66.79,12,0.238,844,3644,0,0,7,0,0,0.611,0
TXN-001508,29.03,14,0.469,497,3004,2,0,7,1,0,0.335,0
TXN-001509,71.02,3,0.21,1379,1306,1,3,11,0,0,0.763,0
TXN-001510,11.15,21,0.224,1076,1057,0,2,9,0,0,0.325,0
TXN-001511,93.39,3,0.15,1011,1934,0,1,4,1,1,0.693,0
TXN-001512,299.84,6,0.125,1088,1897,1,3,9,0,0,0.281,0
TXN-001513,19.97,18,0.412,1273,1323,0,2,8,0,0,0.147,0
TXN-001514,81.43,18,0.439,1073,2850,0,1,9,0,1,0.218,0
TXN-001515,11.91,15,0.741,874,2272,0,0,8,0,0,0.319,0
TXN-001516,15.92,5,0.124,82,3128,0,2,4,0,0,0.643,0
TXN-001517,82.16,20,0.243,1217,1324,0,1,10,0,0,0.325,0
TXN-001518,38.72,0,0.085,385,3069,0,1,6,0,0,0.302,0
TXN-001519,21.98,16,0.096,1044,3708,0,1,15,0,0,0.49,0
TXN-001520,46.77,12,0.213,314,3004,0,7,11,0,0,0.308,0
TXN-001521,10.43,14,0.418,93,3415,1,3,8,0,0,0.426,0
TXN-001522,38.49,7,0.366,920,2565,0,3,8,0,0,0.213,0
TXN-001523,154.25,1,0.285,617,700,1,3,8,0,0,0.377,1
TXN-001524,87.37,1,0.07,1248,2953,1,0,9,0,0,0.197,0
TXN-001525,92.73,20,0.3,854,1886,0,2,12,0,0,0.302,0
TXN-001526,55.25,3,0.373,1360,2297,0,1,8,0,0,0.272,0
TXN-001527,194.44,13,0.388,1282,774,1,2,7,0,0,0.235,0
TXN-001528,8.63,13,0.191,517,1227,2,3,9,0,0,0.323,0
TXN-001529,15.23,0,0.41,780,2838,1,2,7,0,0,0.292,0
TXN-001530,97.67,18,0.054,534,119,1,2,11,0,0,0.212,0
TXN-001531,254.89,6,0.241,437,3787,0,3,8,0,0,0.194,0
TXN-001532,80.2,19,0.278,856,3837,2,1,8,0,1,0.271,1
TXN-001533,20.48,11,0.199,460,3731,0,1,12,0,1,0.552,0
TXN-001534,34.96,7,0.531,219,1281,0,2,7,0,0,0.404,0
TXN-001535,43.5,0,0.37,1376,134,2,3,8,0,0,0.651,0
TXN-001536,271.34,22,0.443,816,1806,0,3,8,0,0,0.492,0
TXN-001537,223.3,8,0.118,531,1304,5,1,8,0,0,0.266,0
TXN-001538,141.8,20,0.132,87,309,1,1,8,0,0,0.591,0
TXN-001539,137.77,22,0.384,931,3498,0,1,8,0,0,0.263,0
TXN-001540,6.33,18,0.187,644,1005,0,1,4,0,0,0.206,0
TXN-001541,12.63,6,0.527,14,3309,2,4,3,0,1,0.432,0
TXN-001542,40.71,1,0.24,7,2284,0,1,6,1,0,0.351,0
TXN-001543,34.57,23,0.379,413,2765,2,2,7,0,0,0.569,0
TXN-001544,182.54,3,0.147,566,2524,3,3,8,0,1,0.406,0
TXN-001545,101.97,22,0.715,617,2075,1,1,8,0,0,0.071,0
TXN-001546,61.77,14,0.149,890,1634,1,4,6,0,0,0.531,0
TXN-001547,70.51,8,0.305,1407,2574,0,2,8,0,1,0.53,0
TXN-001548,38.95,3,0.283,755,3761,2,4,8,0,0,0.156,0
TXN-001549,37.6,13,0.246,298,1086,1,4,4,0,0,0.41,0
TXN-001550,23.57,0,0.213,959,538,0,0,12,0,1,0.418,0
TXN-001551,45.21,23,0.219,486,2662,2,2,6,0,0,0.247,0
TXN-001552,12.61,10,0.186,51,238,0,2,7,0,1,0.163,0
TXN-001553,119.88,19,0.303,847,2959,1,2,7,0,0,0.144,0
TXN-001554,31.03,2,0.391,1048,770,2,3,8,0,0,0.552,0
TXN-001555,42.19,13,0.072,618,3336,0,2,7,1,0,0.129,0
TXN-001556,20.04,2,0.521,602,2847,2,1,8,0,0,0.123,0
TXN-001557,10.99,20,0.281,479,479,0,1,9,0,0,0.02,0
TXN-001558,33.15,7,0.493,1435,2880,1,1,10,0,1,0.068,0
TXN-001559,36.95,17,0.407,312,2314,1,4,3,0,0,0.272,0
TXN-001560,31.01,12,0.34,177,2454,0,3,4,0,0,0.097,0
TXN-001561,188.18,22,0.366,693,2314,0,1,7,0,0,0.068,0
TXN-001562,33.97,4,0.12,141,3642,2,3,2,0,0,0.48,0
TXN-001563,20.28,4,0.316,715,1809,2,2,9,0,0,0.17,0
TXN-001564,80.93,16,0.142,206,953,0,6,2,0,0,0.142,0
TXN-001565,43.76,2,0.513,1156,2203,1,2,7,1,0,0.132,0
TXN-001566,300.26,7,0.021,994,1614,1,2,7,0,0,0.501,0
TXN-001567,48.06,4,0.134,1165,903,0,1,9,0,0,0.326,0
TXN-001568,22.23,0,0.033,639,2349,2,1,10,1,1,0.299,0
TXN-001569,71.25,20,0.237,84,1929,1,1,12,0,0,0.501,0
TXN-001570,70.64,22,0.24,434,3644,1,2,4,1,0,0.443,0
TXN-001571,2.57,10,0.515,1275,558,1,0,7,0,0,0.356,0
TXN-001572,61.72,15,0.528,291,236,2,2,12,0,0,0.193,0
TXN-001573,12.03,2,0.22,1487,84,0,3,9,0,0,0.244,0
TXN-001574,47.53,14,0.156,529,1197,2,5,9,0,0,0.282,0
TXN-001575,57.53,4,0.346,586,2213,0,0,9,0,0,0.355,0
TXN-001576,74.42,20,0.048,516,2273,1,1,8,1,0,0.263,0
TXN-001577,18.63,20,0.256,1091,1561,2,2,10,0,0,0.057,0
TXN-001578,253.32,5,0.103,43,2340,1,0,12,0,0,0.413,0
TXN-001579,15.98,3,0.352,160,2222,3,0,6,0,0,0.215,0
TXN-001580,4.43,4,0.183,1367,627,1,2,5,0,1,0.122,0
TXN-001581,71.48,19,0.507,1307,1029,1,5,7,1,1,0.104,0
TXN-001582,17.42,12,0.533,913,712,1,4,7,0,0,0.586,0
TXN-001583,12.0,6,0.212,825,2398,0,1,4,0,1,0.668,0
TXN-001584,86.77,20,0.487,61,2554,0,7,4,1,0,0.413,0
TXN-001585,15.97,0,0.07,216,953,0,0,7,0,0,0.278,0
TXN-001586,59.89,6,0.182,776,695,1,2,11,0,0,0.592,0
TXN-001587,32.37,4,0.193,47,3260,0,4,7,0,0,0.58,0
TXN-001588,14.93,21,0.492,22,2921,1,2,16,0,0,0.228,0
TXN-001589,8.17,22,0.211,11,1366,3,3,9,0,1,0.155,0
TXN-001590,3.73,22,0.502,779,3859,1,4,6,0,0,0.36,0
TXN-001591,224.08,23,0.227,664,2308,1,2,13,0,1,0.165,1
TXN-001592,115.94,14,0.208,446,2771,3,4,7,0,0,0.703,0
TXN-001593,54.94,5,0.352,1302,3226,0,0,4,1,0,0.775,0
TXN-001594,56.12,5,0.604,1397,3026,0,3,1,0,0,0.166,0
TXN-001595,72.58,10,0.159,704,1928,0,2,10,0,0,0.31,0
TXN-001596,53.42,16,0.148,471,1936,0,3,9,0,0,0.396,0
TXN-001597,122.13,19,0.339,255,2249,3,2,10,0,0,0.691,0
TXN-001598,37.16,14,0.171,541,3630,1,4,7,0,1,0.628,0
TXN-001599,100.29,13,0.151,1305,2106,0,3,8,0,1,0.348,0
TXN-001600,8.25,23,0.389,781,1110,1,5,9,0,0,0.602,0
TXN-001601,16.55,1,0.465,913,1629,0,3,8,0,0,0.176,0
TXN-001602,32.93,13,0.231,559,3387,0,2,8,0,0,0.215,0
TXN-001603,121.82,16,0.193,630,674,0,3,10,0,0,0.362,0
TXN-001604,105.39,12,0.241,864,3324,0,0,14,0,0,0.21,0
TXN-001605,17.93,6,0.461,1028,1096,0,2,6,0,0,0.208,1
TXN-001606,25.55,12,0.389,1484,623,2,3,13,0,0,0.283,1
TXN-001607,19.84,23,0.349,424,2681,0,0,13,0,0,0.205,0
TXN-001608,28.92,5,0.249,501,3877,2,0,13,0,0,0.468,0
TXN-001609,45.81,6,0.474,907,1244,0,6,11,0,0,0.358,0
TXN-001610,51.82,13,0.093,706,3843,0,1,12,0,0,0.499,0
TXN-001611,40.35,7,0.492,1138,3508,1,1,5,0,0,0.266,0
TXN-001612,249.53,13,0.374,857,2383,1,5,4,0,1,0.339,0
TXN-001613,22.09,10,0.396,1213,1092,0,3,4,0,0,0.259,0
TXN-001614,256.51,1,0.148,1170,778,0,1,9,1,0,0.393,0
TXN-001615,15.24,3,0.276,623,3149,0,2,5,0,0,0.064,0
TXN-001616,19.29,17,0.141,109,3474,0,1,5,0,0,0.193,0
TXN-001617,48.45,22,0.447,1104,743,0,0,3,0,0,0.381,0
TXN-001618,681.35,15,0.201,849,3641,1,2,11,0,0,0.5,0
TXN-001619,28.33,11,0.11,1464,3946,1,2,5,0,0,0.112,0
TXN-001620,47.37,2,0.231,583,1784,0,4,7,0,0,0.211,0
TXN-001621,1.77,5,0.326,31,1234,2,0,9,0,1,0.33,0
TXN-001622,50.0,17,0.282,382,2415,3,3,5,0,0,0.166,0
TXN-001623,27.07,9,0.087,1115,834,1,0,11,0,0,0.518,0
TXN-001624,77.68,9,0.082,470,2675,1,3,7,0,1,0.495,0
TXN-001625,158.27,9,0.214,1030,1635,2,5,4,0,0,0.454,0
TXN-001626,20.05,14,0.17,257,3517,0,1,11,0,0,0.121,0
TXN-001627,9.12,19,0.038,1179,3780,2,1,8,0,0,0.337,0
TXN-001628,268.27,7,0.31,816,2296,0,1,6,0,0,0.442,1
TXN-001629,28.01,13,0.115,1126,655,0,2,6,0,0,0.292,0
TXN-001630,49.87,14,0.315,867,582,0,2,6,0,0,0.312,0
TXN-001631,19.4,23,0.308,41,3344,1,0,6,0,0,0.343,0
TXN-001632,32.39,20,0.147,182,2476,2,3,13,0,0,0.278,0
TXN-001633,15.44,16,0.205,1394,1712,1,3,11,0,0,0.15,0
TXN-001634,50.69,7,0.127,20,637,3,2,9,0,1,0.216,0
TXN-001635,34.53,10,0.378,1235,869,1,2,9,1,0,0.18,0
TXN-001636,133.72,9,0.486,35,2616,0,1,12,0,0,0.363,0
TXN-001637,8.74,2,0.285,177,886,1,1,8,0,0,0.012,0
TXN-001638,66.42,20,0.042,1115,3727,0,3,6,0,0,0.181,0
TXN-001639,19.38,16,0.619,166,1064,1,1,6,0,0,0.342,1
TXN-001640,28.08,13,0.253,626,2933,0,1,7,0,0,0.364,0
TXN-001641,22.61,16,0.263,220,2037,2,4,9,0,0,0.164,0
TXN-001642,302.55,10,0.592,460,3899,0,3,2,0,1,0.157,0
TXN-001643,87.34,11,0.425,53,3327,3,3,11,1,0,0.149,0
TXN-001644,81.5,1,0.412,588,3583,2,1,9,0,0,0.47,0
TXN-001645,117.13,23,0.044,1272,2553,1,3,8,0,0,0.36,0
TXN-001646,33.55,6,0.224,1413,2722,0,1,6,0,1,0.233,0
TXN-001647,18.39,8,0.531,286,1578,3,5,9,0,0,0.138,1
TXN-001648,33.91,14,0.474,656,2566,1,2,8,1,0,0.126,0
TXN-001649,18.87,23,0.405,193,1189,1,3,3,0,1,0.257,1
TXN-001650,30.71,3,0.125,725,2707,0,3,7,0,0,0.171,0
TXN-001651,71.89,20,0.17,106,3584,0,3,13,0,0,0.245,0
TXN-001652,240.17,0,0.164,772,1989,0,1,8,0,0,0.099,0
TXN-001653,65.11,17,0.156,1004,1787,0,1,7,1,0,0.083,0
TXN-001654,138.35,15,0.673,1487,1698,0,0,13,0,1,0.585,1
TXN-001655,126.36,23,0.148,1230,3937,0,3,11,0,0,0.427,0
TXN-001656,87.88,7,0.395,1241,3429,1,0,4,0,1,0.651,0
TXN-001657,77.76,18,0.136,813,1746,1,2,8,0,1,0.208,0
TXN-001658,6.34,6,0.51,246,3093,0,3,6,0,0,0.551,0
TXN-001659,37.95,14,0.496,24,3873,0,1,11,1,0,0.658,0
TXN-001660,22.45,11,0.288,1495,3613,0,6,12,0,0,0.55,0
TXN-001661,230.54,22,0.209,388,2758,2,2,8,0,1,0.283,0
TXN-001662,33.09,6,0.119,982,2678,0,3,8,0,0,0.074,0
TXN-001663,244.62,4,0.416,124,2874,2,2,13,1,1,0.179,0
TXN-001664,5.84,13,0.457,182,392,0,3,8,0,0,0.35,1
TXN-001665,90.97,22,0.078,1491,567,2,2,5,0,0,0.12,0
TXN-001666,95.14,13,0.072,207,3833,0,1,6,1,0,0.339,0
TXN-001667,48.02,1,0.592,644,1715,2,2,10,0,0,0.182,0
TXN-001668,32.03,11,0.326,288,1300,2,2,9,0,0,0.312,0
TXN-001669,80.48,8,0.299,920,3607,1,1,7,0,0,0.34,0
TXN-001670,219.49,1,0.613,908,3449,3,0,5,0,0,0.424,0
TXN-001671,28.46,15,0.113,1319,2842,0,3,7,1,0,0.595,0
TXN-001672,33.76,7,0.41,208,14,0,3,8,0,0,0.205,0
TXN-001673,51.99,21,0.276,46,3454,0,1,10,0,0,0.382,0
TXN-001674,26.56,18,0.14,325,3482,0,5,6,0,0,0.476,0
TXN-001675,112.01,9,0.173,1226,3950,1,3,9,0,0,0.227,0
TXN-001676,167.14,3,0.346,823,3743,1,2,13,1,1,0.367,0
TXN-001677,87.29,16,0.526,1037,3751,1,2,8,0,0,0.424,0
TXN-001678,55.59,11,0.139,270,679,0,5,8,0,1,0.558,0
TXN-001679,66.5,5,0.172,741,5,1,2,10,0,1,0.137,0
TXN-001680,6.14,1,0.194,1260,1991,0,0,7,0,0,0.552,0
TXN-001681,16.81,7,0.171,1294,3517,0,0,13,0,0,0.468,0
TXN-001682,7.59,0,0.016,462,1295,2,2,4,0,0,0.299,0
TXN-001683,126.33,8,0.055,543,2270,0,1,6,0,0,0.437,0
TXN-001684,11.71,4,0.546,1411,2289,0,2,7,0,0,0.247,0
TXN-001685,48.87,17,0.253,1091,1254,1,1,7,1,1,0.067,0
TXN-001686,223.66,15,0.073,1352,1417,1,2,11,1,0,0.17,0
TXN-001687,96.81,3,0.237,1085,3113,1,3,10,0,0,0.482,0
TXN-001688,45.73,5,0.255,82,453,1,2,3,0,1,0.266,0
TXN-001689,19.85,16,0.158,582,2341,0,2,9,0,0,0.098,0
TXN-001690,21.35,19,0.163,1217,1085,1,1,9,0,0,0.614,0
TXN-001691,51.71,20,0.197,139,1899,2,1,5,0,0,0.065,0
TXN-001692,60.77,23,0.65,112,2655,1,2,11,0,0,0.153,0
TXN-001693,34.52,15,0.211,752,1550,1,1,8,0,0,0.211,0
TXN-001694,14.56,23,0.214,1399,2011,0,3,9,1,0,0.175,0
TXN-001695,7.86,7,0.267,1208,459,1,4,12,0,0,0.147,0
TXN-001696,28.39,13,0.043,473,3379,1,2,6,0,0,0.223,0
TXN-001697,20.26,10,0.214,1288,2448,0,1,8,0,0,0.266,0
TXN-001698,140.18,0,0.66,773,1659,0,3,7,0,1,0.072,1
TXN-001699,177.58,21,0.287,1204,2772,1,2,13,0,0,0.176,0
TXN-001700,5.5,19,0.223,447,429,0,6,12,0,0,0.239,0
TXN-001701,47.37,9,0.253,636,2503,1,2,8,0,0,0.766,0
TXN-001702,532.57,10,0.263,7,1701,0,1,8,0,0,0.161,1
TXN-001703,171.64,6,0.487,1329,730,1,2,6,0,0,0.287,0
TXN-001704,27.28,13,0.33,241,2489,1,3,10,0,0,0.214,0
TXN-001705,110.62,20,0.133,158,3010,0,7,8,0,0,0.594,0
TXN-001706,48.21,13,0.494,1289,3864,0,1,7,0,0,0.163,0
TXN-001707,52.3,0,0.161,1198,3350,1,1,10,0,0,0.309,0
TXN-001708,241.22,20,0.358,1171,3144,0,2,7,0,0,0.351,0
TXN-001709,17.51,7,0.113,1215,416,0,2,6,0,1,0.376,0
TXN-001710,126.97,7,0.434,863,2424,1,6,5,0,0,0.56,0
TXN-001711,20.01,0,0.426,7,3460,1,5,12,1,1,0.092,0
TXN-001712,68.06,4,0.244,1007,641,1,5,8,1,0,0.314,0
TXN-001713,36.54,5,0.413,381,1709,0,3,5,0,0,0.438,0
TXN-001714,43.33,9,0.139,1245,95,3,1,8,0,0,0.289,0
TXN-001715,509.49,17,0.618,1436,3593,2,2,6,0,0,0.313,0
TXN-001716,19.64,17,0.278,505,1858,0,2,9,0,0,0.213,0
TXN-001717,213.87,9,0.506,1218,2512,0,3,10,0,1,0.447,0
TXN-001718,19.38,17,0.444,1138,1764,1,2,9,0,1,0.207,0
TXN-001719,41.64,19,0.287,700,3816,0,2,12,0,0,0.165,0
TXN-001720,144.51,18,0.515,989,1431,2,4,13,0,0,0.304,0
TXN-001721,43.44,1,0.373,1453,2737,1,2,5,0,0,0.212,0
TXN-001722,53.83,4,0.255,373,3618,2,6,4,0,0,0.281,0
TXN-001723,38.55,20,0.055,1348,1200,1,3,11,0,0,0.23,0
TXN-001724,40.75,6,0.166,71,1200,1,1,10,1,0,0.277,0
TXN-001725,99.41,11,0.161,150,3526,1,3,7,0,0,0.32,0
TXN-001726,83.41,0,0.596,565,3367,1,1,9,0,0,0.353,0
TXN-001727,20.79,0,0.134,980,2950,0,4,10,0,0,0.441,0
TXN-001728,87.52,21,0.091,479,709,1,2,8,0,0,0.317,0
TXN-001729,59.87,10,0.266,1164,2107,2,2,9,0,1,0.387,0
TXN-001730,93.82,1,0.091,1328,2745,3,1,6,0,0,0.108,0
